stage,home_team_api_id,away_team_api_id,B365H,B365D,B365A,Class
11,8466,10003,2.38,3.5,2.88,0
11,10194,10172,1.91,3.4,4.2,1
11,8528,8659,2.3,3.4,3.1,2
12,9825,8586,1.91,3.75,3.8,1
12,9879,8472,1.67,3.75,5.25,2
12,8650,8528,1.44,4.33,7.5,1
12,8456,10252,1.2,6.5,15,1
12,10261,10003,1.91,3.6,4,2
12,9850,10260,7,4.5,1.44,1
12,10172,8466,1.91,3.6,4,2
12,9798,8668,4.33,3.6,1.83,1
12,8659,8455,3.75,3.5,2,1
12,8654,10194,2,3.4,3.8,0
13,10252,9825,4.75,3.75,1.73,0
13,8455,8456,2.5,3.5,2.7,0
13,8668,9850,1.44,4.33,7.5,0
13,10260,10172,1.17,7.5,15,1
13,8466,10261,2.3,3.5,3,1
13,10194,9879,2.2,3.3,3.4,1
13,8472,8659,2.5,3.3,2.88,2
13,10003,8650,3.4,3.5,2.1,0
13,8586,8654,1.67,3.75,5.5,1
13,8528,9798,1.83,3.6,4.33,1
14,10252,9798,1.95,3.4,4,1
14,10260,8654,1.22,6.5,12,1
14,8466,9850,2,3.4,3.8,0
14,10194,10261,1.91,3.4,4.2,1
14,8472,10172,2.25,3.25,3.3,0
14,10003,8659,2.3,3.4,3.1,1
14,8586,8650,2.4,3.4,2.88,1
14,8528,8456,6,4.2,1.53,2
14,8455,9879,1.44,4.5,7,0
14,8668,9825,2.5,3.4,2.75,0
15,9825,10003,1.44,4.5,7,2
15,9879,8586,2.88,3.3,2.5,2
15,8650,8466,1.4,4.5,8.5,1
15,8456,8668,1.5,4,7,0
15,10261,8528,2,3.4,3.75,1
15,9850,8472,2.1,3.3,3.6,1
15,10172,10252,1.95,3.5,4,0
15,9798,10260,7.5,4.75,1.4,2
15,8659,10194,2.1,3.25,3.75,2
15,8654,8455,4,3.5,1.91,1
16,9825,8659,1.5,4.33,6.5,1
16,10252,10194,2.4,3.2,3.1,0
16,8668,8586,2,3.5,3.75,1
16,9879,10261,1.91,3.6,4,1
16,8456,10260,2.2,3.5,3.2,2
16,8466,9798,1.91,3.6,4,1
16,8472,8455,4.75,3.5,1.8,2
16,10003,9850,1.8,3.6,4.5,2
16,8654,8650,3,3.3,2.38,2
16,8528,10172,2.3,3.4,3.1,0
17,8455,8466,1.25,6.5,15,0
17,8650,10252,1.36,4.75,9,2
17,10260,8472,1.2,6.5,15,1
17,10261,8456,5.5,3.75,1.67,2
17,9850,8528,2.2,3.4,3.25,1
17,10172,9879,2.4,3.4,2.88,1
17,9798,9825,5.5,4,1.62,2
17,10194,8668,3.1,3.2,2.4,0
17,8586,10003,1.62,4,5.5,1
17,8659,8654,2,3.5,3.75,0
18,8455,10252,1.33,5.5,8.5,1
18,8650,9879,1.53,4,6.5,1
18,8456,9798,1.14,8,19,1
18,10261,10172,2.1,3.4,3.5,1
18,8466,8472,2,3.5,3.75,2
18,10003,10260,5,4,1.67,0
18,8586,10194,1.62,3.75,6,0
18,8659,9850,1.91,3.6,4,1
18,8654,8668,2.88,3.25,2.5,2
18,8528,9825,4.75,3.75,1.73,2
19,9825,8654,1.44,4.75,8,1
19,10252,8586,3.75,3.5,2,2
19,8668,8528,1.44,4.5,7,1
19,9879,8466,1.85,3.6,4.2,0
19,10260,10261,1.22,6.5,13,1
19,9850,8455,6,3.75,1.62,2
19,10172,8659,2.2,3.4,3.25,2
19,9798,10003,2.9,3.4,2.38,0
19,10194,8650,3.4,3.2,2.25,1
19,8472,8456,6.5,4,1.53,1
2,10252,8668,2.9,3.4,2.4,2
2,8455,10261,1.5,4.33,6.5,1
2,8650,8456,3.1,3.4,2.3,0
2,10260,9879,1.29,5.5,11,1
2,9850,10172,2.25,3.4,3.2,0
2,8466,8528,2.1,3.4,3.5,2
2,10194,9825,3.5,3.4,2.1,0
2,8472,9798,2,3.5,3.75,1
2,10003,8654,2.1,3.3,3.6,1
2,8586,8659,1.5,4.33,6.5,0
20,9825,10261,1.44,4.5,7,1
20,10252,8528,2.4,3.25,3,2
20,8668,8455,2.88,3.3,2.5,2
20,9879,10003,2.1,3.4,3.5,2
20,10260,8659,1.3,5.5,10,1
20,9850,8456,6,4,1.57,2
20,10172,8650,4,3.5,1.91,2
20,9798,8654,2.88,3.25,2.5,1
20,10194,8466,1.8,3.5,4.75,0
20,8472,8586,3.5,3.4,2.1,2
21,8455,10172,1.2,6.5,15,2
21,8650,8472,1.4,4.5,8.5,1
21,8456,10194,1.29,5.5,11,1
21,10261,8668,3,3.4,2.38,2
21,8466,9825,5,3.75,1.7,0
21,10003,10252,1.57,4,6,0
21,8586,9798,1.33,5,10,1
21,8659,9879,2,3.5,3.75,2
21,8654,9850,2.1,3.4,3.5,1
21,8528,10260,6,4.2,1.53,2
22,9825,8456,2.63,3.5,2.8,2
22,10252,8466,2.55,3.5,2.9,2
22,8668,10003,1.57,4.2,6.5,0
22,9879,8528,2.05,3.5,4,0
22,10260,8650,1.91,3.8,4.2,1
22,9850,10261,2.2,3.6,3.4,0
22,10172,8586,4.5,3.8,1.85,0
22,9798,8659,3,3.4,2.5,1
22,10194,8455,4.33,3.5,1.95,2
22,8472,8654,2.38,3.3,3.3,1
23,8455,9825,1.91,3.6,4,1
23,8650,9850,1.33,5.5,10.5,1
23,8456,9879,1.25,6.5,14,1
23,10261,9798,1.75,4,5,2
23,8466,8668,3.6,3.5,2.05,0
23,10003,10194,2.2,3.4,3.6,1
23,8586,10260,2.9,3.6,2.5,0
23,8659,10252,1.75,4,5,0
23,8654,10172,2.1,3.5,3.75,0
23,8528,8472,2.15,3.4,3.8,2
24,9825,8650,2.4,3.5,3.1,0
24,10252,10261,2.9,3.4,2.6,2
24,10260,8466,1.25,6.5,14,1
24,9850,8586,4.75,3.75,1.83,0
24,10172,8456,7.5,4.5,1.5,0
24,9798,8455,7.5,4.5,1.5,0
24,10194,8528,2.2,3.3,3.75,0
24,8472,10003,2.5,3.4,3,0
24,8668,8659,1.6,4.1,6.5,1
24,9879,8654,2.2,3.5,3.5,1
25,9825,10194,1.44,4.5,9,1
25,8668,10252,1.4,5,9,0
25,9879,10260,5.5,4.2,1.65,2
25,8456,8650,1.83,3.9,4.5,0
25,10261,8455,4,3.6,2,1
25,10172,9850,1.95,3.6,4.33,0
25,9798,8472,2.5,3.4,3,1
25,8659,8586,3.6,3.4,2.2,2
25,8654,10003,2.4,3.4,3.2,1
25,8528,8466,2.2,3.5,3.5,0
26,10252,8654,2.63,3.4,2.88,1
26,8455,8528,1.36,5.5,9.5,1
26,8650,8659,1.4,5,9,2
26,10260,8668,1.75,3.9,5,1
26,9850,9879,2.3,3.4,3.4,0
26,8466,8456,5.75,4,1.67,1
26,10194,9798,1.91,3.5,4.6,1
26,8472,9825,4.5,3.6,1.91,2
26,10003,10172,1.83,3.75,4.75,1
26,8586,10261,1.67,4,5.75,1
27,9825,10252,1.33,5.5,11,1
27,9879,10194,2.2,3.3,3.75,1
27,8650,10003,1.57,4.4,6,1
27,8456,8455,1.95,3.6,4.33,1
27,10261,8466,2.2,3.5,3.2,1
27,9850,8668,3.8,3.5,2.1,1
27,10172,10260,7,4.33,1.53,2
27,9798,8528,2.63,3.4,2.88,2
27,8659,8472,2.05,3.5,4,1
27,8654,8586,3.6,3.5,2.15,2
28,10252,8456,7.5,4.5,1.44,2
28,8455,8659,1.4,5,9,1
28,8668,9798,1.38,5,10,1
28,10260,9850,1.33,5.5,11,1
28,8466,10172,1.85,3.8,4.5,2
28,10194,8654,2.15,3.25,4,2
28,8472,9879,2.4,3.3,3.3,0
28,10003,10261,2.1,3.6,3.75,1
28,8586,9825,2.3,3.6,3.25,1
28,8528,8650,4.5,3.75,1.85,2
29,9825,8668,1.75,3.9,5,0
29,9879,8455,4.75,3.8,1.8,2
29,8650,8586,1.95,3.8,4,1
29,8456,8528,1.25,6.5,14,1
29,10261,10194,1.83,3.7,4.8,1
29,9850,8466,2.5,3.4,3,0
29,10172,8472,2.25,3.4,3.5,1
29,9798,10252,2.45,3.4,3.1,2
29,8659,10003,2.45,3.3,3.2,1
29,8654,10260,5.5,3.9,1.7,0
3,8455,9798,1.25,5.5,13,1
3,8650,9825,2,3.5,3.75,2
3,8456,10172,1.18,7,15,1
3,10261,10252,1.62,3.75,6,0
3,8466,10260,6,4.2,1.53,2
3,10003,8472,2.2,3.3,3.4,0
3,8586,9850,1.36,5,8.5,0
3,8659,8668,3,3.3,2.38,1
3,8654,9879,2.5,3.25,2.88,1
3,8528,10194,2.25,3.25,3.3,0
30,10252,10172,2.3,3.4,3.4,1
30,8455,8654,1.4,5,9,1
30,8668,8456,3.9,3.6,2.05,1
30,10260,9798,1.17,9,19,1
30,8466,8650,4.2,3.8,1.91,1
30,10194,8659,2.5,3.3,3.1,0
30,8472,9850,2.05,3.5,4,0
30,10003,9825,3.4,3.5,2.25,2
30,8586,9879,1.5,4.5,7.5,2
30,8528,10261,2.3,3.4,3.4,1
31,9825,9798,1.25,6.5,15,1
31,10252,8650,5,4,1.75,2
31,8668,10194,1.57,3.9,7.5,1
31,9879,10172,2,3.6,4,1
31,8456,10261,1.33,5.5,11,1
31,8466,8455,3.5,3.5,2.2,1
31,8472,10260,6,4,1.65,2
31,10003,8586,3.4,3.4,2.3,2
31,8654,8659,2.3,3.4,3.4,1
31,8528,9850,1.95,3.6,4.33,1
32,8455,8472,1.36,5,11,1
32,8650,8654,1.36,5.5,9,0
32,10260,8456,2.3,3.5,3.3,2
32,10261,9879,2.1,3.5,3.8,1
32,9850,10003,2.63,3.3,2.9,0
32,10172,8528,2.38,3.4,3.25,0
32,9798,8466,3.3,3.6,2.25,2
32,10194,10252,2.1,3.4,4,2
32,8586,8668,2.2,3.4,3.6,0
32,8659,9825,4.1,3.7,1.95,2
33,9825,9850,1.25,6.5,14,1
33,10252,9879,2.3,3.3,3.5,0
33,8455,8586,1.95,3.75,4,0
33,8668,10172,1.44,4.75,8,1
33,8456,8659,1.4,5,9,1
33,10261,8472,1.95,3.5,4.5,2
33,9798,8650,8,4.75,1.45,0
33,8466,8654,1.91,3.75,4.2,0
33,10194,10260,7,3.9,1.6,2
33,8528,10003,1.83,3.75,4.75,2
34,9879,9825,5,4,1.75,2
34,8650,8455,2.15,3.6,3.6,0
34,10260,10252,1.25,6.75,13,1
34,9850,9798,1.75,3.8,5.25,1
34,10172,10194,2.25,3.4,3.5,2
34,8472,8668,3.4,3.4,2.3,1
34,10003,8466,2.38,3.5,3.1,0
34,8586,8456,3.25,3.6,2.3,1
34,8659,10261,2.25,3.5,3.4,0
34,8654,8528,2.3,3.5,3.3,1
35,9825,10260,2.25,3.6,3.3,0
35,10252,8472,2.3,3.4,3.4,1
35,8455,10003,1.36,5.5,9,1
35,8668,9879,1.5,4.5,7.5,1
35,8456,8654,1.29,6,12,1
35,10261,8650,2.88,3.6,2.5,2
35,9798,10172,2.55,3.5,2.88,0
35,8466,8659,1.85,3.75,4.6,2
35,10194,9850,2.25,3.3,3.6,1
35,8528,8586,3.8,3.6,2.05,0
36,9879,9798,1.73,3.9,5.25,2
36,8650,8668,1.95,3.6,4.2,0
36,10260,8455,2.2,3.5,3.5,2
36,9850,10252,2.55,3.3,3,2
36,10172,9825,8,4.75,1.44,2
36,8472,10194,2.1,3.3,4,0
36,10003,8456,5.25,3.8,1.75,0
36,8586,8466,1.44,4.75,8,1
36,8659,8528,2.45,3.5,3,2
36,8654,10261,2.38,3.4,3.25,0
37,9825,8528,1.4,5.5,8,1
37,10252,8455,4.5,3.8,1.85,2
37,8668,8654,1.5,4.5,7.5,1
37,9879,8650,3.9,3.6,2.05,2
37,10260,10003,1.3,5.75,12,1
37,9850,8659,2.2,3.4,3.6,1
37,10172,10261,3.4,3.4,2.3,2
37,9798,8456,6,4.33,1.6,2
37,10194,8586,4.5,3.6,1.91,2
37,8472,8466,2.8,3.2,2.8,0
38,8455,8668,1.7,4,5.5,1
38,8650,10172,1.25,7,12,1
38,8456,9850,1.33,5.5,11,2
38,10261,9825,6,4.6,1.55,2
38,8466,10194,1.75,3.8,5.25,0
38,10003,9879,1.8,3.8,4.75,2
38,8586,8472,1.29,6,12,1
38,8659,10260,4.5,3.9,1.83,0
38,8654,9798,1.67,4,5.75,1
38,8528,10252,2.15,3.6,3.6,0
4,9825,8466,1.36,5,8.5,1
4,10252,10003,2.38,3.25,3.1,1
4,8668,10261,1.73,3.6,5,0
4,9879,8659,2.1,3.4,3.5,1
4,10260,8528,1.25,6,12,1
4,9850,8654,2.38,3.4,3,0
4,10172,8455,4.5,3.5,1.83,0
4,9798,8586,3.75,3.5,2,2
4,10194,8456,5,3.6,1.73,0
4,8472,8650,3.4,3.3,2.2,0
5,8455,10194,1.36,4.75,9,1
5,8650,10260,2.7,3.3,2.63,2
5,8456,9825,1.75,3.6,4.75,0
5,10261,9850,1.8,3.6,4.5,1
5,8466,10252,2.4,3.3,3,1
5,10003,8668,3,3.3,2.4,2
5,8586,10172,1.44,4.33,7.5,1
5,8659,9798,1.73,3.75,4.75,1
5,8654,8472,2.1,3.3,3.6,0
5,8528,9879,2.4,3.3,3,2
6,9825,8455,2.1,3.4,3.5,2
6,10252,8659,2.4,3.3,3,0
6,8668,8466,1.4,4.75,8,1
6,9879,8456,4.33,3.6,1.83,2
6,10260,8586,1.57,4,6,2
6,9850,8650,4.75,3.75,1.73,2
6,10172,8654,2.05,3.4,3.75,2
6,9798,10261,2.88,3.3,2.5,0
6,10194,10003,1.91,3.4,4.2,1
6,8472,8528,2,3.4,3.8,1
7,8455,9850,1.22,6.5,12,1
7,8650,10194,1.44,4.33,7.5,0
7,8456,8472,1.29,5.5,11,1
7,10261,10260,4.2,3.75,1.83,2
7,8466,9879,2.75,3.3,2.6,0
7,10003,9798,1.91,3.6,4,0
7,8586,10252,1.44,4.33,7.5,1
7,8659,10172,1.83,3.75,4.2,1
7,8654,9825,4,3.6,1.91,2
7,8528,8668,4.2,3.4,1.91,0
8,9879,10252,1.8,3.6,4.5,1
8,8650,9798,1.33,5,10,1
8,10260,10194,1.29,5.5,11,1
8,9850,9825,6,4.2,1.53,1
8,10172,8668,3.25,3.4,2.2,0
8,8472,10261,2.5,3.3,2.88,0
8,10003,8528,2.1,3.4,3.5,1
8,8586,8455,2.5,3.4,2.75,2
8,8659,8456,5,3.75,1.7,2
8,8654,8466,1.83,3.75,4.2,1
9,9825,10172,1.36,5,8.5,1
9,10252,9850,2,3.5,3.75,0
9,8455,10260,2.4,3.4,2.9,2
9,8668,8650,2.6,3.3,2.75,0
9,8456,10003,1.22,6,15,1
9,10261,8659,2,3.5,3.75,1
9,9798,9879,2.75,3.4,2.5,0
9,8466,8586,4.2,3.75,1.83,2
9,10194,8472,1.95,3.3,4.2,0
9,8528,8654,2.25,3.4,3.2,1
1,9825,10252,1.44,4.75,8,2
1,8455,8667,1.2,7,21,1
1,9826,8586,4.75,3.75,1.83,2
1,8650,10194,1.4,5,9.5,1
1,8456,10261,1.33,5.5,11,1
1,9850,8668,3.2,3.4,2.4,0
1,8472,9879,2.3,3.4,3.4,2
1,10003,10260,4.2,3.5,2,2
1,8659,8466,2.4,3.4,3.2,2
1,8654,8344,2,3.6,4,1
10,9825,8650,2.3,3.5,3.3,1
10,8344,10003,3.4,3.4,2.3,1
10,8668,8586,2.5,3.4,3,0
10,9879,10260,6.5,4.2,1.57,2
10,8667,8472,2.15,3.4,3.8,1
10,8456,9850,1.2,7.5,18,1
10,10261,8455,6,4.2,1.62,1
10,10194,8466,3.3,3.3,2.4,0
10,8659,9826,1.55,4.2,7,1
10,8654,10252,2.25,3.5,3.4,0
11,10252,8344,2,3.5,4.2,1
11,8455,8659,1.29,6,12,0
11,9826,8668,6.5,4,1.62,0
11,8650,9879,1.25,6.5,15,1
11,10260,9825,2.35,3.5,3.2,1
11,9850,8654,2.63,3.3,2.9,1
11,8466,8667,1.62,3.8,7,1
11,8472,8456,9,5,1.4,1
11,10003,10194,2,3.4,4.33,0
11,8586,10261,1.57,4.33,6.5,2
12,9825,8466,1.62,4.2,6,1
12,8344,10260,6,4,1.65,0
12,8668,8650,3,3.4,2.5,0
12,9879,10003,3.3,3.3,2.38,2
12,8667,9826,1.85,3.5,5,2
12,8456,8586,1.7,4,5.5,1
12,10261,9850,1.8,3.8,4.75,1
12,10194,8472,2.15,3.3,3.9,1
12,8659,10252,2.15,3.4,3.8,0
12,8654,8455,6,4.2,1.62,2
13,10252,8472,2,3.4,4.33,0
13,8344,9825,6.5,4,1.62,2
13,8455,8466,1.57,4.2,6.5,1
13,8668,10194,1.62,4,6.25,1
13,8667,8650,6.5,4,1.62,1
13,8456,10003,1.29,6,13,1
13,10261,8659,2.05,3.5,4,1
13,9850,9826,2,3.4,4.33,1
13,8586,10260,2.8,3.5,2.63,0
13,8654,9879,1.91,3.5,4.6,1
14,9825,8667,1.2,7.5,17,1
14,8650,9850,1.29,6,12,1
14,10260,8668,1.73,3.75,5.5,2
14,8466,10252,1.7,3.8,5.75,2
14,10194,8344,2.1,3.4,4,0
14,8472,8455,6.5,4.33,1.55,2
14,10003,10261,2.2,3.5,3.5,1
14,8659,8456,6,4.2,1.62,2
14,9879,8586,5.8,3.9,1.67,2
14,9826,8654,3.25,3.3,2.4,1
15,9825,8668,1.7,3.8,5.75,0
15,9826,8344,2.8,3.3,2.75,1
15,9879,10252,2.75,3.3,2.8,1
15,8650,8654,1.29,6,12,1
15,10260,10261,1.53,4.33,7,2
15,8466,8456,5.25,3.8,1.75,0
15,10194,8455,6.5,4.2,1.57,1
15,8472,8586,4.5,3.6,1.91,2
15,10003,8667,1.75,3.75,5.5,0
15,8659,9850,1.8,3.75,5,2
16,10252,10260,5.25,3.8,1.75,2
16,8344,8659,2.63,3.4,2.88,1
16,8455,9826,1.18,8,19,1
16,8668,9879,1.36,5,10.5,1
16,8667,10194,2.3,3.3,3.5,0
16,8456,9825,1.83,3.75,4.75,1
16,10261,8466,2.4,3.4,3.2,0
16,9850,10003,2.88,3.3,2.7,0
16,8586,8650,2.5,3.4,3,2
16,8654,8472,1.95,3.6,4.33,0
17,9825,8455,2.38,3.4,3.25,0
17,9826,10261,3.25,3.4,2.38,2
17,9879,8456,9.5,5.25,1.36,2
17,8650,8344,1.2,7.5,16,1
17,10260,8654,1.36,5.25,10,1
17,8466,8586,2.55,3.3,3,2
17,10194,10252,2.3,3.25,3.5,1
17,8472,9850,2.05,3.5,4,0
17,10003,8668,3,3.4,2.5,2
17,8659,8667,1.95,3.5,4.5,0
18,10252,9826,1.91,3.5,4.5,2
18,8344,8466,3.3,3.3,2.38,2
18,8455,10003,1.33,5.5,10,1
18,8668,8472,1.36,5.25,9.5,2
18,8667,10260,7,4.2,1.55,2
18,8456,8650,1.75,4.2,4.6,1
18,10261,10194,1.75,3.8,5.25,1
18,9850,9879,2.05,3.5,4,2
18,8586,8659,1.53,4.33,7,0
18,8654,9825,6.5,4,1.62,2
19,10252,10003,3,3.3,2.55,0
19,8344,8472,2.38,3.25,3.4,0
19,8455,8650,2.2,3.5,3.5,1
19,8668,8466,1.83,3.7,4.75,1
19,8667,9879,2.05,3.4,4.1,1
19,8456,9826,1.13,9.5,29,1
19,10261,9825,4,3.7,2,2
19,9850,10260,6.5,4.2,1.57,2
19,8586,10194,1.44,4.33,8,1
19,8654,8659,2.38,3.4,3.25,0
2,10252,8650,4,3.75,1.95,2
2,8344,8456,8.5,4.75,1.44,1
2,8668,8659,1.57,4.33,6.5,0
2,9879,9825,3.8,3.5,2.1,2
2,8667,9850,2.45,3.4,3.1,1
2,10260,8455,2.45,3.4,3.1,0
2,10261,8654,2.3,3.4,3.4,0
2,8466,8472,1.73,3.8,5.5,0
2,10194,9826,1.83,3.6,5,1
2,8586,10003,1.62,4,6.5,1
20,9825,8344,1.29,6,13,1
20,9826,9850,2.38,3.3,3.3,0
20,9879,8654,2.5,3.3,3.1,1
20,8650,8667,1.3,6,11,1
20,10260,8586,1.8,3.8,4.75,2
20,8466,8455,4,3.5,2.05,2
20,10194,8668,4,3.3,2.1,0
20,8472,10252,2.15,3.4,3.75,2
20,10003,8456,5.75,4.25,1.62,2
20,8659,10261,2.6,3.4,2.88,1
21,10252,9825,6,4.2,1.62,2
21,8344,8654,2,3.5,4.1,2
21,8668,9850,1.4,5,9,1
21,9879,8472,2.2,3.3,3.75,2
21,8667,8455,6.5,4,1.6,2
21,10260,10003,1.57,4,7,1
21,10261,8456,5.25,4,1.7,2
21,8466,8659,1.83,3.7,4.75,1
21,10194,8650,5.75,4,1.67,2
21,8586,9826,1.36,5,10,1
22,9825,9879,1.22,7,15,1
22,8455,10260,1.73,3.8,5.5,1
22,9826,10194,2.35,3.2,3.5,1
22,8650,10252,1.22,7,15,0
22,8456,8344,1.13,11,23,1
22,9850,8667,2.4,3.3,3.25,1
22,8472,8466,3.2,3.3,2.45,0
22,10003,8586,3.25,3.4,2.38,2
22,8659,8668,3.5,3.4,2.25,0
22,8654,10261,3,3.4,2.5,2
23,10252,8659,2.6,3.3,3,1
23,9826,8667,2.5,3.2,3.2,1
23,8650,8668,1.83,3.9,4.5,1
23,10260,8344,1.25,6.5,15,1
23,9850,10261,2.7,3.4,2.8,0
23,8466,9825,4.33,3.5,1.95,0
23,8472,10194,2.1,3.4,3.9,1
23,10003,9879,1.75,3.75,5.25,1
23,8455,8654,1.18,8,19,0
23,8586,8456,3.75,3.75,2.05,2
24,9825,9826,1.22,7,16,1
24,8344,9850,2.3,3.4,3.4,1
24,8668,10252,1.53,4.33,7,1
24,9879,8466,3.6,3.4,2.2,2
24,8667,8586,4,3.5,2.05,0
24,8456,8455,1.85,3.8,4.5,2
24,10261,8472,1.95,3.5,4.33,2
24,10194,10260,7,4,1.57,1
24,8659,8650,5.75,4.33,1.62,0
24,8654,10003,2.9,3.4,2.6,1
25,9826,8659,2.6,3.3,3,1
25,10252,8654,2.1,3.5,3.8,2
25,8455,10261,1.25,6.25,15,1
25,8650,9825,2.2,3.6,3.4,1
25,10260,9879,1.2,7,19,0
25,9850,8456,9,5.5,1.36,0
25,8466,10194,1.55,4,7.5,0
25,8472,8667,2.15,3.4,3.8,2
25,10003,8344,1.85,3.6,4.75,1
25,8586,8668,2.1,3.5,3.75,1
26,9825,10260,2.15,3.5,3.6,0
26,8344,10252,2.5,3.4,3,0
26,8667,8466,3,3.25,2.6,2
26,10194,10003,2.7,3.25,2.9,0
26,8659,8455,7.5,4.5,1.5,0
26,8654,9850,2.05,3.5,4,1
26,8668,9826,1.4,4.75,10,2
26,9879,8650,8,5.25,1.4,2
26,8456,8472,1.17,9,17,0
26,10261,8586,3.3,3.5,2.3,2
27,9825,8472,1.33,5.5,11,1
27,8344,8667,2.75,3.2,2.88,2
27,8455,8668,1.57,4,7,1
27,9826,10260,6.5,4,1.6,2
27,8650,10003,1.3,5.75,12,1
27,8456,10194,1.18,8,19,1
27,10261,10252,2.1,3.4,3.9,1
27,9850,8586,3.8,3.5,2.1,1
27,8659,9879,1.8,3.9,4.75,0
27,8654,8466,3.2,3.4,2.4,1
28,10252,9850,2.1,3.4,3.9,1
28,8668,8654,1.53,4.2,7.5,1
28,9879,8455,8,4.75,1.45,2
28,8667,10261,2.45,3.2,3.3,2
28,10260,8456,3.5,3.6,2.15,2
28,8466,8650,3.75,3.75,2.05,2
28,10194,9825,5.5,3.8,1.73,1
28,8472,8659,2.1,3.2,4.2,1
28,10003,9826,1.85,3.5,5,0
28,8586,8344,1.33,5.25,12,1
29,9825,10003,1.57,4.2,6.5,0
29,8344,9879,2.35,3.5,3.2,1
29,8455,8586,1.57,4,7,1
29,9826,8466,3.9,3.3,2.15,2
29,8650,8472,1.17,9,19,1
29,8456,10252,1.14,9.5,21,1
29,10261,8668,3.5,3.4,2.25,2
29,9850,10194,2.25,3.3,3.6,0
29,8659,10260,5,3.6,1.83,2
29,8654,8667,2.4,3.3,3.3,1
3,9825,8586,2.1,3.7,3.6,1
3,8344,8668,3.25,3.4,2.38,0
3,8455,10252,1.29,5.5,10,1
3,9826,8472,2.6,3.3,3,1
3,8650,10260,2.63,3.4,2.88,1
3,8456,8667,1.17,8.5,19,1
3,10261,9879,2.15,3.4,3.75,1
3,9850,8466,3,3.3,2.55,1
3,8659,10003,2.7,3.4,2.8,2
3,8654,10194,2,3.4,4.33,2
30,10003,8659,1.95,3.6,4.33,2
30,10252,8455,7,4.33,1.53,1
30,8668,8344,1.36,5,11,1
30,9879,10261,2.9,3.4,2.6,1
30,8667,8456,6.5,4.33,1.57,2
30,10260,8650,2.5,3.6,2.9,2
30,8466,9850,1.62,4,6.5,1
30,10194,8654,2.25,3.3,3.6,1
30,8472,9826,2.15,3.3,3.9,0
30,8586,9825,3.1,3.4,2.45,2
31,10252,10194,2.2,3.3,3.75,2
31,8344,8650,9.5,5.25,1.36,2
31,8455,9825,1.85,3.6,4.75,1
31,8668,10003,1.67,3.9,6,1
31,8667,8659,2.25,3.3,3.6,1
31,8456,9879,1.17,9,17,1
31,10261,9826,1.85,3.6,4.75,1
31,9850,8472,2.2,3.3,3.75,1
31,8586,8466,2.25,3.4,3.5,1
31,8654,10260,4.5,3.6,1.91,2
32,9825,8456,3.6,3.5,2.15,0
32,9826,8455,10,4.75,1.4,1
32,9879,8668,5,3.75,1.8,2
32,8650,8586,1.48,4.75,7.5,1
32,10260,10252,1.45,4.75,8,1
32,8466,10261,1.75,3.8,5.25,1
32,10194,8667,2.15,3.3,3.9,1
32,8472,8654,2.3,3.3,3.5,2
32,10003,9850,1.73,3.9,5.25,1
32,8659,8344,1.83,3.75,4.75,0
33,10252,9879,2.05,3.5,4,2
33,8344,9826,2.45,3.25,3.25,2
33,8455,10194,1.29,6,13,1
33,8668,9825,2.5,3.4,3,1
33,8667,10003,2.75,3.3,2.8,1
33,8456,8466,1.33,5.75,10,1
33,10261,10260,4.2,3.7,1.95,2
33,9850,8659,2.4,3.3,3.25,2
33,8586,8472,1.57,4.2,6.5,1
33,8654,8650,9,5,1.4,2
34,9825,8654,1.4,5,9,1
34,9826,10252,2.15,3.3,3.9,1
34,9879,9850,2.15,3.5,3.6,1
34,8650,8456,2.45,3.7,2.9,1
34,10260,8667,1.36,5.5,9,1
34,8466,8344,1.45,4.75,8,2
34,10194,10261,2.1,3.4,3.9,1
34,8472,8668,4.75,3.7,1.83,2
34,10003,8455,5,3.6,1.83,2
34,8659,8586,3.1,3.6,2.38,0
35,10252,8466,3.4,3.4,2.1,0
35,8344,10194,2.38,3.2,3,0
35,8455,8472,1.18,7,13,2
35,8668,10260,2.4,3.4,2.8,1
35,8667,9825,4.5,3.6,1.8,2
35,8456,8659,1.2,7,11,1
35,10261,10003,2.63,3.3,2.6,2
35,9850,8650,8.5,5,1.33,2
35,8586,9879,1.5,4.2,6.5,1
35,8654,9826,2.2,3.2,3.4,2
36,9825,10261,1.29,6,12,1
36,9826,8456,7.5,5,1.44,2
36,9879,8667,2.3,3.4,3.4,0
36,8650,8455,1.67,4.2,5.25,2
36,10260,9850,1.36,5.25,9.5,1
36,8466,8668,2.8,3.5,2.6,1
36,10194,8586,3.2,3.4,2.38,2
36,8472,8344,1.91,3.75,4.33,1
36,10003,10252,1.7,3.75,6,1
36,8659,8654,1.91,3.75,4.33,1
37,9825,8659,1.29,6,13,1
37,10252,8667,2.5,3.3,3.1,1
37,8455,9850,1.2,7.5,17,0
37,9826,8650,9,5,1.4,0
37,8668,8456,5,4,1.75,2
37,10260,8472,1.36,5.75,8.5,2
37,10261,8344,2.05,3.6,3.8,1
37,10194,9879,2.3,3.6,3.25,1
37,10003,8466,2.5,3.4,3,2
37,8654,8586,4.33,3.75,1.91,1
38,8344,8455,8,4.75,1.44,2
38,9879,9826,2.63,3.5,2.8,0
38,8667,8668,4,3.6,2,2
38,8650,10261,1.22,7.5,13,1
